# FULL DATA LONG FORMAT FILE
# Generated from return table
# NOTE: total recruit calculations use ages 3-6. For last brood years of Bristol Bay stocks total recruits and age comp are incorrect. Need to fix/exclude.
System,River,ReturnYear,Total_Returns,Label,ReturnsByAgeClass,Age,FW_Winters,Mar_Winters,Euro,GR,BroodYear,RecruitsByAgeClass,MarineEntryYear,Total_Recruits,PercOfBrdYr,Total_Spawners_BroodYear,TotRecPerTotSpn,Total_EFS_BroodYear,PercEFS
Bristol Bay,Egegik,1998,4689597.351,AgeClass_0.5,0,6,0,5,0.5,6_1,1992,0,1993,8638984.35180969,0,1945632,4.440194421046575,NA,NA
Bristol Bay,Egegik,1998,4689597.351,AgeClass_1.4,2780.660594,6,1,4,1.4,6_2,1992,2780.660594,1994,8638984.35180969,0.03,1945632,4.440194421046575,NA,NA
Bristol Bay,Egegik,1998,4689597.351,AgeClass_2.3,3190111.533,6,2,3,2.3,6_3,1992,3190111.533,1995,8638984.35180969,36.93,1945632,4.440194421046575,NA,NA
Bristol Bay,Egegik,1998,4689597.351,AgeClass_3.2,38919.2617,6,3,2,3.2,6_4,1992,38919.2617,1996,8638984.35180969,0.45,1945632,4.440194421046575,NA,NA
Bristol Bay,Egegik,1998,4689597.351,AgeClass_0.4,0,5,0,4,0.4,5_1,1993,0,1994,1932160.2751823142,0,1520000,1.2711580757778382,NA,NA
Bristol Bay,Egegik,1998,4689597.351,AgeClass_1.3,329344.1039,5,1,3,1.3,5_2,1993,329344.1039,1995,1932160.2751823142,17.05,1520000,1.2711580757778382,NA,NA
Bristol Bay,Egegik,1998,4689597.351,AgeClass_2.2,800145.2432,5,2,2,2.2,5_3,1993,800145.2432,1996,1932160.2751823142,41.41,1520000,1.2711580757778382,NA,NA
Bristol Bay,Egegik,1998,4689597.351,AgeClass_3.1,0,5,3,1,3.1,5_4,1993,0,1997,1932160.2751823142,0,1520000,1.2711580757778382,NA,NA
Bristol Bay,Egegik,1998,4689597.351,AgeClass_0.3,1.52e-9,4,0,3,0.3,4_1,1994,1.52e-9,1995,7949786.728877883,0,1900000,4.184098278356781,NA,NA
Bristol Bay,Egegik,1998,4689597.351,AgeClass_1.2,249363.1284,4,1,2,1.2,4_2,1994,249363.1284,1996,7949786.728877883,3.14,1900000,4.184098278356781,NA,NA
Bristol Bay,Egegik,1998,4689597.351,AgeClass_2.1,67291.02486,4,2,1,2.1,4_3,1994,67291.02486,1997,7949786.728877883,0.85,1900000,4.184098278356781,NA,NA
Bristol Bay,Egegik,1998,4689597.351,AgeClass_0.2,0,3,0,2,0.2,3_1,1995,0,1996,7494223.784646146,0,1266692,5.9163741340800655,NA,NA
Bristol Bay,Egegik,1998,4689597.351,AgeClass_1.1,3546.446282,3,1,1,1.1,3_2,1995,3546.446282,1997,7494223.784646146,0.05,1266692,5.9163741340800655,NA,NA
Bristol Bay,Egegik,1998,4689597.351,AgeClass_0.1,0,2,0,1,0.1,2_1,1996,0,1997,4149100.5512298997,0,1076460,3.8543936153966705,NA,NA
Bristol Bay,Egegik,1999,6481074.188,AgeClass_3.4,0,8,3,4,3.4,8_4,1991,0,1995,9940866.3733106,0,2786925,3.5669658757629286,NA,NA
Bristol Bay,Egegik,1999,6481074.188,AgeClass_1.5,0,7,1,5,1.5,7_2,1992,0,1994,8638984.35180969,0,1945632,4.440194421046575,NA,NA
Bristol Bay,Egegik,1999,6481074.188,AgeClass_2.4,9411.441069,7,2,4,2.4,7_3,1992,9411.441069,1995,8638984.35180969,0.11,1945632,4.440194421046575,NA,NA
Bristol Bay,Egegik,1999,6481074.188,AgeClass_3.3,19295.8078,7,3,3,3.3,7_4,1992,19295.8078,1996,8638984.35180969,0.22,1945632,4.440194421046575,NA,NA
Bristol Bay,Egegik,1999,6481074.188,AgeClass_0.5,0,6,0,5,0.5,6_1,1993,0,1994,1932160.2751823142,0,1520000,1.2711580757778382,NA,NA
Bristol Bay,Egegik,1999,6481074.188,AgeClass_1.4,1.388627243,6,1,4,1.4,6_2,1993,1.388627243,1995,1932160.2751823142,0,1520000,1.2711580757778382,NA,NA
Bristol Bay,Egegik,1999,6481074.188,AgeClass_2.3,653288.0219,6,2,3,2.3,6_3,1993,653288.0219,1996,1932160.2751823142,33.81,1520000,1.2711580757778382,NA,NA
Bristol Bay,Egegik,1999,6481074.188,AgeClass_3.2,1217.834367,6,3,2,3.2,6_4,1993,1217.834367,1997,1932160.2751823142,0.06,1520000,1.2711580757778382,NA,NA
Bristol Bay,Egegik,1999,6481074.188,AgeClass_0.4,0,5,0,4,0.4,5_1,1994,0,1995,7949786.728877883,0,1900000,4.184098278356781,NA,NA
Bristol Bay,Egegik,1999,6481074.188,AgeClass_1.3,493716.3267,5,1,3,1.3,5_2,1994,493716.3267,1996,7949786.728877883,6.21,1900000,4.184098278356781,NA,NA
Bristol Bay,Egegik,1999,6481074.188,AgeClass_2.2,3805468.747,5,2,2,2.2,5_3,1994,3805468.747,1997,7949786.728877883,47.87,1900000,4.184098278356781,NA,NA
Bristol Bay,Egegik,1999,6481074.188,AgeClass_3.1,0,5,3,1,3.1,5_4,1994,0,1998,7949786.728877883,0,1900000,4.184098278356781,NA,NA
Bristol Bay,Egegik,1999,6481074.188,AgeClass_0.3,0,4,0,3,0.3,4_1,1995,0,1996,7494223.784646146,0,1266692,5.9163741340800655,NA,NA
Bristol Bay,Egegik,1999,6481074.188,AgeClass_1.2,1495268.136,4,1,2,1.2,4_2,1995,1495268.136,1997,7494223.784646146,19.95,1266692,5.9163741340800655,NA,NA
Bristol Bay,Egegik,1999,6481074.188,AgeClass_2.1,3043.059992,4,2,1,2.1,4_3,1995,3043.059992,1998,7494223.784646146,0.04,1266692,5.9163741340800655,NA,NA
Bristol Bay,Egegik,1999,6481074.188,AgeClass_0.2,0,3,0,2,0.2,3_1,1996,0,1997,4149100.5512298997,0,1076460,3.8543936153966705,NA,NA
Bristol Bay,Egegik,1999,6481074.188,AgeClass_1.1,363.4245249,3,1,1,1.1,3_2,1996,363.4245249,1998,4149100.5512298997,0.01,1076460,3.8543936153966705,NA,NA
Bristol Bay,Egegik,1999,6481074.188,AgeClass_0.1,0,2,0,1,0.1,2_1,1997,0,1998,6020256.384933599,0,1104004,5.453111025805703,NA,NA
Bristol Bay,Egegik,2000,8168699.046,AgeClass_3.4,0,8,3,4,3.4,8_4,1992,0,1996,8638984.35180969,0,1945632,4.440194421046575,NA,NA
Bristol Bay,Egegik,2000,8168699.046,AgeClass_1.5,0,7,1,5,1.5,7_2,1993,0,1995,1932160.2751823142,0,1520000,1.2711580757778382,NA,NA
Bristol Bay,Egegik,2000,8168699.046,AgeClass_2.4,0,7,2,4,2.4,7_3,1993,0,1996,1932160.2751823142,0,1520000,1.2711580757778382,NA,NA
Bristol Bay,Egegik,2000,8168699.046,AgeClass_3.3,3873.718549,7,3,3,3.3,7_4,1993,3873.718549,1997,1932160.2751823142,0.2,1520000,1.2711580757778382,NA,NA
Bristol Bay,Egegik,2000,8168699.046,AgeClass_0.5,0,6,0,5,0.5,6_1,1994,0,1995,7949786.728877883,0,1900000,4.184098278356781,NA,NA
Bristol Bay,Egegik,2000,8168699.046,AgeClass_1.4,2.538912882,6,1,4,1.4,6_2,1994,2.538912882,1996,7949786.728877883,0,1900000,4.184098278356781,NA,NA
Bristol Bay,Egegik,2000,8168699.046,AgeClass_2.3,3299275.75,6,2,3,2.3,6_3,1994,3299275.75,1997,7949786.728877883,41.5,1900000,4.184098278356781,NA,NA
Bristol Bay,Egegik,2000,8168699.046,AgeClass_3.2,26806.42792,6,3,2,3.2,6_4,1994,26806.42792,1998,7949786.728877883,0.34,1900000,4.184098278356781,NA,NA
Bristol Bay,Egegik,2000,8168699.046,AgeClass_0.4,0.423152146,5,0,4,0.4,5_1,1995,0.423152146,1996,7494223.784646146,0,1266692,5.9163741340800655,NA,NA
Bristol Bay,Egegik,2000,8168699.046,AgeClass_1.3,2696123.583,5,1,3,1.3,5_2,1995,2696123.583,1997,7494223.784646146,35.98,1266692,5.9163741340800655,NA,NA
Bristol Bay,Egegik,2000,8168699.046,AgeClass_2.2,1726750.275,5,2,2,2.2,5_3,1995,1726750.275,1998,7494223.784646146,23.04,1266692,5.9163741340800655,NA,NA
Bristol Bay,Egegik,2000,8168699.046,AgeClass_3.1,0,5,3,1,3.1,5_4,1995,0,1999,7494223.784646146,0,1266692,5.9163741340800655,NA,NA
Bristol Bay,Egegik,2000,8168699.046,AgeClass_0.3,0,4,0,3,0.3,4_1,1996,0,1997,4149100.5512298997,0,1076460,3.8543936153966705,NA,NA
Bristol Bay,Egegik,2000,8168699.046,AgeClass_1.2,412382.558,4,1,2,1.2,4_2,1996,412382.558,1998,4149100.5512298997,9.94,1076460,3.8543936153966705,NA,NA
Bristol Bay,Egegik,2000,8168699.046,AgeClass_2.1,3483.771483,4,2,1,2.1,4_3,1996,3483.771483,1999,4149100.5512298997,0.08,1076460,3.8543936153966705,NA,NA
Bristol Bay,Egegik,2000,8168699.046,AgeClass_0.2,0,3,0,2,0.2,3_1,1997,0,1998,6020256.384933599,0,1104004,5.453111025805703,NA,NA
Bristol Bay,Egegik,2000,8168699.046,AgeClass_1.1,0,3,1,1,1.1,3_2,1997,0,1999,6020256.384933599,0,1104004,5.453111025805703,NA,NA
Bristol Bay,Egegik,2000,8168699.046,AgeClass_0.1,0,2,0,1,0.1,2_1,1998,0,1999,1269503.604866106,0,1110938,1.1427312819132176,NA,NA
Bristol Bay,Egegik,2001,3566444.179,AgeClass_3.4,0,8,3,4,3.4,8_4,1993,0,1997,1932160.2751823142,0,1520000,1.2711580757778382,NA,NA
Bristol Bay,Egegik,2001,3566444.179,AgeClass_1.5,4.35e-9,7,1,5,1.5,7_2,1994,4.35e-9,1996,7949786.728877883,0,1900000,4.184098278356781,NA,NA
Bristol Bay,Egegik,2001,3566444.179,AgeClass_2.4,21866.70581,7,2,4,2.4,7_3,1994,21866.70581,1997,7949786.728877883,0.28,1900000,4.184098278356781,NA,NA
Bristol Bay,Egegik,2001,3566444.179,AgeClass_3.3,7825.479233,7,3,3,3.3,7_4,1994,7825.479233,1998,7949786.728877883,0.1,1900000,4.184098278356781,NA,NA
Bristol Bay,Egegik,2001,3566444.179,AgeClass_0.5,0,6,0,5,0.5,6_1,1995,0,1996,7494223.784646146,0,1266692,5.9163741340800655,NA,NA
Bristol Bay,Egegik,2001,3566444.179,AgeClass_1.4,18707.38499,6,1,4,1.4,6_2,1995,18707.38499,1997,7494223.784646146,0.25,1266692,5.9163741340800655,NA,NA
Bristol Bay,Egegik,2001,3566444.179,AgeClass_2.3,1539472.475,6,2,3,2.3,6_3,1995,1539472.475,1998,7494223.784646146,20.54,1266692,5.9163741340800655,NA,NA
Bristol Bay,Egegik,2001,3566444.179,AgeClass_3.2,11312.00123,6,3,2,3.2,6_4,1995,11312.00123,1999,7494223.784646146,0.15,1266692,5.9163741340800655,NA,NA
Bristol Bay,Egegik,2001,3566444.179,AgeClass_0.4,0,5,0,4,0.4,5_1,1996,0,1997,4149100.5512298997,0,1076460,3.8543936153966705,NA,NA
Bristol Bay,Egegik,2001,3566444.179,AgeClass_1.3,1386366.082,5,1,3,1.3,5_2,1996,1386366.082,1998,4149100.5512298997,33.41,1076460,3.8543936153966705,NA,NA
Bristol Bay,Egegik,2001,3566444.179,AgeClass_2.2,542540.1817,5,2,2,2.2,5_3,1996,542540.1817,1999,4149100.5512298997,13.08,1076460,3.8543936153966705,NA,NA
Bristol Bay,Egegik,2001,3566444.179,AgeClass_3.1,2445.900112,5,3,1,3.1,5_4,1996,2445.900112,2000,4149100.5512298997,0.06,1076460,3.8543936153966705,NA,NA
Bristol Bay,Egegik,2001,3566444.179,AgeClass_0.3,1.975961859,4,0,3,0.3,4_1,1997,1.975961859,1998,6020256.384933599,0,1104004,5.453111025805703,NA,NA
Bristol Bay,Egegik,2001,3566444.179,AgeClass_1.2,17162.12618,4,1,2,1.2,4_2,1997,17162.12618,1999,6020256.384933599,0.29,1104004,5.453111025805703,NA,NA
Bristol Bay,Egegik,2001,3566444.179,AgeClass_2.1,18742.28587,4,2,1,2.1,4_3,1997,18742.28587,2000,6020256.384933599,0.31,1104004,5.453111025805703,NA,NA
Bristol Bay,Egegik,2001,3566444.179,AgeClass_0.2,0,3,0,2,0.2,3_1,1998,0,1999,1269503.604866106,0,1110938,1.1427312819132176,NA,NA
Bristol Bay,Egegik,2001,3566444.179,AgeClass_1.1,1.580769488,3,1,1,1.1,3_2,1998,1.580769488,2000,1269503.604866106,0,1110938,1.1427312819132176,NA,NA
Bristol Bay,Egegik,2001,3566444.179,AgeClass_0.1,0,2,0,1,0.1,2_1,1999,0,2000,12991585.438124612,0,1730000,7.509586958453533,NA,NA
Bristol Bay,Egegik,2002,5544321.673,AgeClass_3.4,0,8,3,4,3.4,8_4,1994,0,1998,7949786.728877883,0,1900000,4.184098278356781,NA,NA
Bristol Bay,Egegik,2002,5544321.673,AgeClass_1.5,0,7,1,5,1.5,7_2,1995,0,1997,7494223.784646146,0,1266692,5.9163741340800655,NA,NA
Bristol Bay,Egegik,2002,5544321.673,AgeClass_2.4,13866.2393,7,2,4,2.4,7_3,1995,13866.2393,1998,7494223.784646146,0.19,1266692,5.9163741340800655,NA,NA
Bristol Bay,Egegik,2002,5544321.673,AgeClass_3.3,14790.93221,7,3,3,3.3,7_4,1995,14790.93221,1999,7494223.784646146,0.2,1266692,5.9163741340800655,NA,NA
Bristol Bay,Egegik,2002,5544321.673,AgeClass_0.5,0,6,0,5,0.5,6_1,1996,0,1997,4149100.5512298997,0,1076460,3.8543936153966705,NA,NA
Bristol Bay,Egegik,2002,5544321.673,AgeClass_1.4,21943.93582,6,1,4,1.4,6_2,1996,21943.93582,1998,4149100.5512298997,0.53,1076460,3.8543936153966705,NA,NA
Bristol Bay,Egegik,2002,5544321.673,AgeClass_2.3,1749165.386,6,2,3,2.3,6_3,1996,1749165.386,1999,4149100.5512298997,42.16,1076460,3.8543936153966705,NA,NA
Bristol Bay,Egegik,2002,5544321.673,AgeClass_3.2,30409.31159,6,3,2,3.2,6_4,1996,30409.31159,2000,4149100.5512298997,0.73,1076460,3.8543936153966705,NA,NA
Bristol Bay,Egegik,2002,5544321.673,AgeClass_0.4,0,5,0,4,0.4,5_1,1997,0,1998,6020256.384933599,0,1104004,5.453111025805703,NA,NA
Bristol Bay,Egegik,2002,5544321.673,AgeClass_1.3,177854.7415,5,1,3,1.3,5_2,1997,177854.7415,1999,6020256.384933599,2.95,1104004,5.453111025805703,NA,NA
Bristol Bay,Egegik,2002,5544321.673,AgeClass_2.2,3493430.969,5,2,2,2.2,5_3,1997,3493430.969,2000,6020256.384933599,58.03,1104004,5.453111025805703,NA,NA
Bristol Bay,Egegik,2002,5544321.673,AgeClass_3.1,9875.85863,5,3,1,3.1,5_4,1997,9875.85863,2001,6020256.384933599,0.16,1104004,5.453111025805703,NA,NA
Bristol Bay,Egegik,2002,5544321.673,AgeClass_0.3,0,4,0,3,0.3,4_1,1998,0,1999,1269503.604866106,0,1110938,1.1427312819132176,NA,NA
Bristol Bay,Egegik,2002,5544321.673,AgeClass_1.2,20334.58667,4,1,2,1.2,4_2,1998,20334.58667,2000,1269503.604866106,1.6,1110938,1.1427312819132176,NA,NA
Bristol Bay,Egegik,2002,5544321.673,AgeClass_2.1,12649.32655,4,2,1,2.1,4_3,1998,12649.32655,2001,1269503.604866106,1,1110938,1.1427312819132176,NA,NA
Bristol Bay,Egegik,2002,5544321.673,AgeClass_0.2,0.386150113,3,0,2,0.2,3_1,1999,0.386150113,2000,12991585.438124612,0,1730000,7.509586958453533,NA,NA
Bristol Bay,Egegik,2002,5544321.673,AgeClass_1.1,0,3,1,1,1.1,3_2,1999,0,2001,12991585.438124612,0,1730000,7.509586958453533,NA,NA
Bristol Bay,Egegik,2002,5544321.673,AgeClass_0.1,0,2,0,1,0.1,2_1,2000,0,2001,12006756.198065594,0,1032138,11.632898118338433,NA,NA
Bristol Bay,Egegik,2003,3217355.65,AgeClass_3.4,0,8,3,4,3.4,8_4,1995,0,1999,7494223.784646146,0,1266692,5.9163741340800655,NA,NA
Bristol Bay,Egegik,2003,3217355.65,AgeClass_1.5,1.52e-9,7,1,5,1.5,7_2,1996,1.52e-9,1998,4149100.5512298997,0,1076460,3.8543936153966705,NA,NA
Bristol Bay,Egegik,2003,3217355.65,AgeClass_2.4,3087.505859,7,2,4,2.4,7_3,1996,3087.505859,1999,4149100.5512298997,0.07,1076460,3.8543936153966705,NA,NA
Bristol Bay,Egegik,2003,3217355.65,AgeClass_3.3,9139.558904,7,3,3,3.3,7_4,1996,9139.558904,2000,4149100.5512298997,0.22,1076460,3.8543936153966705,NA,NA
Bristol Bay,Egegik,2003,3217355.65,AgeClass_0.5,0,6,0,5,0.5,6_1,1997,0,1998,6020256.384933599,0,1104004,5.453111025805703,NA,NA
Bristol Bay,Egegik,2003,3217355.65,AgeClass_1.4,15.51619174,6,1,4,1.4,6_2,1997,15.51619174,1999,6020256.384933599,0,1104004,5.453111025805703,NA,NA
Bristol Bay,Egegik,2003,3217355.65,AgeClass_2.3,2069386.181,6,2,3,2.3,6_3,1997,2069386.181,2000,6020256.384933599,34.37,1104004,5.453111025805703,NA,NA
Bristol Bay,Egegik,2003,3217355.65,AgeClass_3.2,233786.7306,6,3,2,3.2,6_4,1997,233786.7306,2001,6020256.384933599,3.88,1104004,5.453111025805703,NA,NA
Bristol Bay,Egegik,2003,3217355.65,AgeClass_0.4,0,5,0,4,0.4,5_1,1998,0,1999,1269503.604866106,0,1110938,1.1427312819132176,NA,NA
Bristol Bay,Egegik,2003,3217355.65,AgeClass_1.3,76433.63576,5,1,3,1.3,5_2,1998,76433.63576,2000,1269503.604866106,6.02,1110938,1.1427312819132176,NA,NA
Bristol Bay,Egegik,2003,3217355.65,AgeClass_2.2,490761.3772,5,2,2,2.2,5_3,1998,490761.3772,2001,1269503.604866106,38.66,1110938,1.1427312819132176,NA,NA
Bristol Bay,Egegik,2003,3217355.65,AgeClass_3.1,89.15773996,5,3,1,3.1,5_4,1998,89.15773996,2002,1269503.604866106,0.01,1110938,1.1427312819132176,NA,NA
Bristol Bay,Egegik,2003,3217355.65,AgeClass_0.3,0,4,0,3,0.3,4_1,1999,0,2000,12991585.438124612,0,1730000,7.509586958453533,NA,NA
Bristol Bay,Egegik,2003,3217355.65,AgeClass_1.2,162299.8082,4,1,2,1.2,4_2,1999,162299.8082,2001,12991585.438124612,1.25,1730000,7.509586958453533,NA,NA
Bristol Bay,Egegik,2003,3217355.65,AgeClass_2.1,171813.9565,4,2,1,2.1,4_3,1999,171813.9565,2002,12991585.438124612,1.32,1730000,7.509586958453533,NA,NA
Bristol Bay,Egegik,2003,3217355.65,AgeClass_0.2,0,3,0,2,0.2,3_1,2000,0,2001,12006756.198065594,0,1032138,11.632898118338433,NA,NA
Bristol Bay,Egegik,2003,3217355.65,AgeClass_1.1,542.222256,3,1,1,1.1,3_2,2000,542.222256,2002,12006756.198065594,0,1032138,11.632898118338433,NA,NA
Bristol Bay,Egegik,2003,3217355.65,AgeClass_0.1,0,2,0,1,0.1,2_1,2001,0,2002,4785675.193111757,0,968872,4.9394297627671735,NA,NA
Bristol Bay,Egegik,2004,11642669.27,AgeClass_3.4,0.213015656,8,3,4,3.4,8_4,1996,0.213015656,2000,4149100.5512298997,0,1076460,3.8543936153966705,NA,NA
Bristol Bay,Egegik,2004,11642669.27,AgeClass_1.5,0,7,1,5,1.5,7_2,1997,0,1999,6020256.384933599,0,1104004,5.453111025805703,NA,NA
Bristol Bay,Egegik,2004,11642669.27,AgeClass_2.4,2145.171801,7,2,4,2.4,7_3,1997,2145.171801,2000,6020256.384933599,0.04,1104004,5.453111025805703,NA,NA
Bristol Bay,Egegik,2004,11642669.27,AgeClass_3.3,40651.59935,7,3,3,3.3,7_4,1997,40651.59935,2001,6020256.384933599,0.68,1104004,5.453111025805703,NA,NA
Bristol Bay,Egegik,2004,11642669.27,AgeClass_0.5,0,6,0,5,0.5,6_1,1998,0,1999,1269503.604866106,0,1110938,1.1427312819132176,NA,NA
Bristol Bay,Egegik,2004,11642669.27,AgeClass_1.4,3.030856658,6,1,4,1.4,6_2,1998,3.030856658,2000,1269503.604866106,0,1110938,1.1427312819132176,NA,NA
Bristol Bay,Egegik,2004,11642669.27,AgeClass_2.3,654091.7523,6,2,3,2.3,6_3,1998,654091.7523,2001,1269503.604866106,51.52,1110938,1.1427312819132176,NA,NA
Bristol Bay,Egegik,2004,11642669.27,AgeClass_3.2,15139.15702,6,3,2,3.2,6_4,1998,15139.15702,2002,1269503.604866106,1.19,1110938,1.1427312819132176,NA,NA
Bristol Bay,Egegik,2004,11642669.27,AgeClass_0.4,0,5,0,4,0.4,5_1,1999,0,2000,12991585.438124612,0,1730000,7.509586958453533,NA,NA
Bristol Bay,Egegik,2004,11642669.27,AgeClass_1.3,395983.3164,5,1,3,1.3,5_2,1999,395983.3164,2001,12991585.438124612,3.05,1730000,7.509586958453533,NA,NA
Bristol Bay,Egegik,2004,11642669.27,AgeClass_2.2,9207076.019,5,2,2,2.2,5_3,1999,9207076.019,2002,12991585.438124612,70.87,1730000,7.509586958453533,NA,NA
Bristol Bay,Egegik,2004,11642669.27,AgeClass_3.1,0,5,3,1,3.1,5_4,1999,0,2003,12991585.438124612,0,1730000,7.509586958453533,NA,NA
Bristol Bay,Egegik,2004,11642669.27,AgeClass_0.3,0.473039594,4,0,3,0.3,4_1,2000,0.473039594,2001,12006756.198065594,0,1032138,11.632898118338433,NA,NA
Bristol Bay,Egegik,2004,11642669.27,AgeClass_1.2,1302473.624,4,1,2,1.2,4_2,2000,1302473.624,2002,12006756.198065594,10.85,1032138,11.632898118338433,NA,NA
Bristol Bay,Egegik,2004,11642669.27,AgeClass_2.1,25104.91574,4,2,1,2.1,4_3,2000,25104.91574,2003,12006756.198065594,0.21,1032138,11.632898118338433,NA,NA
Bristol Bay,Egegik,2004,11642669.27,AgeClass_0.2,0,3,0,2,0.2,3_1,2001,0,2002,4785675.193111757,0,968872,4.9394297627671735,NA,NA
Bristol Bay,Egegik,2004,11642669.27,AgeClass_1.1,0,3,1,1,1.1,3_2,2001,0,2003,4785675.193111757,0,968872,4.9394297627671735,NA,NA
Bristol Bay,Egegik,2004,11642669.27,AgeClass_0.1,0,2,0,1,0.1,2_1,2002,0,2003,5292215.4314546995,0,1036092,5.107862459564112,NA,NA
Bristol Bay,Egegik,2005,9402204.392,AgeClass_3.4,0,8,3,4,3.4,8_4,1997,0,2001,6020256.384933599,0,1104004,5.453111025805703,NA,NA
Bristol Bay,Egegik,2005,9402204.392,AgeClass_1.5,0,7,1,5,1.5,7_2,1998,0,2000,1269503.604866106,0,1110938,1.1427312819132176,NA,NA
Bristol Bay,Egegik,2005,9402204.392,AgeClass_2.4,954.2067168,7,2,4,2.4,7_3,1998,954.2067168,2001,1269503.604866106,0.08,1110938,1.1427312819132176,NA,NA
Bristol Bay,Egegik,2005,9402204.392,AgeClass_3.3,56.01601547,7,3,3,3.3,7_4,1998,56.01601547,2002,1269503.604866106,0,1110938,1.1427312819132176,NA,NA
Bristol Bay,Egegik,2005,9402204.392,AgeClass_0.5,0,6,0,5,0.5,6_1,1999,0,2000,12991585.438124612,0,1730000,7.509586958453533,NA,NA
Bristol Bay,Egegik,2005,9402204.392,AgeClass_1.4,207.3163545,6,1,4,1.4,6_2,1999,207.3163545,2001,12991585.438124612,0,1730000,7.509586958453533,NA,NA
Bristol Bay,Egegik,2005,9402204.392,AgeClass_2.3,3035602.319,6,2,3,2.3,6_3,1999,3035602.319,2002,12991585.438124612,23.37,1730000,7.509586958453533,NA,NA
Bristol Bay,Egegik,2005,9402204.392,AgeClass_3.2,18602.31652,6,3,2,3.2,6_4,1999,18602.31652,2003,12991585.438124612,0.14,1730000,7.509586958453533,NA,NA
Bristol Bay,Egegik,2005,9402204.392,AgeClass_0.4,0,5,0,4,0.4,5_1,2000,0,2001,12006756.198065594,0,1032138,11.632898118338433,NA,NA
Bristol Bay,Egegik,2005,9402204.392,AgeClass_1.3,2432554.434,5,1,3,1.3,5_2,2000,2432554.434,2002,12006756.198065594,20.26,1032138,11.632898118338433,NA,NA
Bristol Bay,Egegik,2005,9402204.392,AgeClass_2.2,3546271.313,5,2,2,2.2,5_3,2000,3546271.313,2003,12006756.198065594,29.54,1032138,11.632898118338433,NA,NA
Bristol Bay,Egegik,2005,9402204.392,AgeClass_3.1,0,5,3,1,3.1,5_4,2000,0,2004,12006756.198065594,0,1032138,11.632898118338433,NA,NA
Bristol Bay,Egegik,2005,9402204.392,AgeClass_0.3,0.524640857,4,0,3,0.3,4_1,2001,0.524640857,2002,4785675.193111757,0,968872,4.9394297627671735,NA,NA
Bristol Bay,Egegik,2005,9402204.392,AgeClass_1.2,292655.8056,4,1,2,1.2,4_2,2001,292655.8056,2003,4785675.193111757,6.12,968872,4.9394297627671735,NA,NA
Bristol Bay,Egegik,2005,9402204.392,AgeClass_2.1,47658.73069,4,2,1,2.1,4_3,2001,47658.73069,2004,4785675.193111757,1,968872,4.9394297627671735,NA,NA
Bristol Bay,Egegik,2005,9402204.392,AgeClass_0.2,0,3,0,2,0.2,3_1,2002,0,2003,5292215.4314546995,0,1036092,5.107862459564112,NA,NA
Bristol Bay,Egegik,2005,9402204.392,AgeClass_1.1,27641.40979,3,1,1,1.1,3_2,2002,27641.40979,2004,5292215.4314546995,0.52,1036092,5.107862459564112,NA,NA
Bristol Bay,Egegik,2005,9402204.392,AgeClass_0.1,0,2,0,1,0.1,2_1,2003,0,2004,8794302.869240003,0,1150000,7.647219886295654,NA,NA
Bristol Bay,Egegik,2006,8613841.937,AgeClass_3.4,0,8,3,4,3.4,8_4,1998,0,2002,1269503.604866106,0,1110938,1.1427312819132176,NA,NA
Bristol Bay,Egegik,2006,8613841.937,AgeClass_1.5,0,7,1,5,1.5,7_2,1999,0,2001,12991585.438124612,0,1730000,7.509586958453533,NA,NA
Bristol Bay,Egegik,2006,8613841.937,AgeClass_2.4,2034.503031,7,2,4,2.4,7_3,1999,2034.503031,2002,12991585.438124612,0.02,1730000,7.509586958453533,NA,NA
Bristol Bay,Egegik,2006,8613841.937,AgeClass_3.3,10953.71219,7,3,3,3.3,7_4,1999,10953.71219,2003,12991585.438124612,0.08,1730000,7.509586958453533,NA,NA
Bristol Bay,Egegik,2006,8613841.937,AgeClass_0.5,0,6,0,5,0.5,6_1,2000,0,2001,12006756.198065594,0,1032138,11.632898118338433,NA,NA
Bristol Bay,Egegik,2006,8613841.937,AgeClass_1.4,33426.02034,6,1,4,1.4,6_2,2000,33426.02034,2002,12006756.198065594,0.28,1032138,11.632898118338433,NA,NA
Bristol Bay,Egegik,2006,8613841.937,AgeClass_2.3,4647480.756,6,2,3,2.3,6_3,2000,4647480.756,2003,12006756.198065594,38.71,1032138,11.632898118338433,NA,NA
Bristol Bay,Egegik,2006,8613841.937,AgeClass_3.2,18902.43969,6,3,2,3.2,6_4,2000,18902.43969,2004,12006756.198065594,0.16,1032138,11.632898118338433,NA,NA
Bristol Bay,Egegik,2006,8613841.937,AgeClass_0.4,1765.235867,5,0,4,0.4,5_1,2001,1765.235867,2002,4785675.193111757,0.04,968872,4.9394297627671735,NA,NA
Bristol Bay,Egegik,2006,8613841.937,AgeClass_1.3,797157.9169,5,1,3,1.3,5_2,2001,797157.9169,2003,4785675.193111757,16.66,968872,4.9394297627671735,NA,NA
Bristol Bay,Egegik,2006,8613841.937,AgeClass_2.2,1585956.61,5,2,2,2.2,5_3,2001,1585956.61,2004,4785675.193111757,33.14,968872,4.9394297627671735,NA,NA
